customer_id,transaction_id,transaction_amount,region,transaction_mode,transaction_date,is_fraudulent
760,0cd8154f-0813-49e6-b256-4ac108f2aa9b,63.9,Central Asia,Credit Card,2023-11-24 00:57:04,True
856,4576c259-9414-4a9a-9753-d654c7cd207b,1247.96,Southeast Asia,Cryptocurrency,2025-02-23 18:24:56,True
709,4ac77087-4765-4f4f-8994-069cb4ab1799,649.65,Western Europe,UPI,2023-10-09 14:51:26,False
1714,1e350757-a302-4397-aac7-7e26ce5bbb93,2278.37,North Africa,UPI,2024-07-02 09:36:06,False
470,5830139f-e39f-49bf-a130-022f797fa4a5,3072.74,Scandinavia,Online Banking,2023-12-03 09:18:21,False
689,c5fc4b5a-97d8-438e-a222-5d7b8c7c86ef,2279.65,Central Asia,UPI,2025-05-24 05:08:29,False
346,e7407397-5932-4b52-85b1-b2f1a5cfbdfe,3141.1,Southeast Asia,Mobile Wallet,2024-06-08 04:55:04,True
438,4bbe8524-7278-45dd-aa66-8be8398f0f4a,27940.18,Middle East,Mobile Wallet,2024-12-20 14:40:11,True
1899,f2a01236-741b-4e81-a642-dbd7a886ae82,3908.62,Balkans,Cryptocurrency,2025-07-03 15:12:52,False
1759,9f22cabd-5256-4624-894d-674121adf3c6,735.43,South America,Credit Card,2023-08-31 19:29:57,False
999,2fdc6a8a-491b-498d-8a76-a848a1a73cee,2629.83,North America,Cryptocurrency,2025-03-12 18:07:44,True
154,c6b9a829-d2da-4875-a873-668170d336bc,2606.32,Western Europe,Debit Card,2025-04-17 09:59:42,False
309,fbd5737b-cfba-412f-896c-326d424307c3,196.31,Western Europe,Debit Card,2025-07-18 22:13:16,False
832,21b801fa-f636-4dec-a603-20deb13fd220,4024.75,Balkans,Online Banking,2024-04-22 04:39:40,False
1938,0e5bcb1f-76dd-4cdd-9394-3e65b2d406b5,4624.92,North America,Debit Card,2023-12-14 15:50:41,False
1940,34048fd9-eeb3-4bbd-a65c-b4bec80954c7,1216.55,Middle East,UPI,2024-10-14 05:21:44,True
1815,02092b20-6521-424d-bc65-097d7fc95914,49139.06,Baltic States,Online Banking,2025-05-14 16:41:23,True
1903,89a96047-7115-4b4c-b83b-2d19bae57c8d,8465.19,Central Asia,Online Banking,2024-07-04 23:28:45,False
1191,1c4532df-84b7-463a-8f71-ab49ee4a1209,4933.66,North America,Mobile Wallet,2025-03-29 00:29:58,False
365,36b7e23d-cead-454e-8c9a-9a208e610235,36331.87,Balkans,Debit Card,2025-02-09 07:16:54,True
1301,9d5f30a6-84dd-4b5b-80fd-c4d5e29837ed,2041.71,North Africa,UPI,2024-02-05 17:40:26,False
1357,83b519b6-7661-498e-8177-1321b7ac01de,2558.93,Western Europe,Online Banking,2024-05-10 06:44:43,True
702,13f6abdd-fd67-4b25-baa7-af112bd9157c,3479.03,North Africa,Bank Transfer,2024-06-23 05:19:48,False
842,6cd3a492-1b57-4256-817a-b41ce91bfb27,3246.26,East Asia,Mobile Wallet,2023-10-03 15:29:35,False
66,629825d3-632b-40f5-b976-360ad5f8d30e,2196.81,Western Europe,Mobile Wallet,2025-04-07 06:10:10,True
1946,8bebd83e-d262-4252-bb9b-acd7d6dc9224,716.75,Middle East,Debit Card,2024-12-28 21:51:42,False
898,39593d45-6c0d-4c61-b1fd-05f269c1c663,1406.81,South Asia,Mobile Wallet,2024-01-13 01:27:16,False
952,395dbf21-3aa0-4c47-905a-e4693305dce5,31632.74,Central Asia,Debit Card,2024-03-05 11:09:14,False
1032,97355552-ea67-48df-afda-a9f9ebb9d66a,2894.7,Central America,Mobile Wallet,2023-12-08 03:01:18,True
1797,9f190fd8-0dc4-4c7f-9cff-e134b739e72b,1971.15,Caribbean,Credit Card,2024-12-23 16:17:52,False
1474,8a3babec-98a9-4fe4-a997-830a192d95e0,1147.43,Antarctica,Cryptocurrency,2025-02-18 03:31:27,True
1477,19b1d4ca-3cc9-4cac-8b1c-def6db4b635e,1031.09,Southeast Asia,UPI,2024-10-11 17:11:57,False
1099,5f2c01b6-0a85-4fcd-bc54-160e2fda187a,1493.96,South America,Credit Card,2024-09-25 07:41:07,False
889,4eabb3cf-260f-40ef-a7c9-b6d0ad7e1328,4406.95,Oceania,Mobile Wallet,2024-06-20 09:55:37,True
135,b446c426-d46a-417f-ad5e-9f5bdb484e43,40.78,Baltic States,Cryptocurrency,2023-09-17 18:38:24,False
794,6e56c867-d28b-4404-8992-cf152d1b4b4a,3459.29,South America,Mobile Wallet,2025-07-15 15:36:01,True
1224,2ed5f9c9-2bda-4c17-b330-3adeb4f3a691,198.75,Sub-Saharan Africa,Mobile Wallet,2023-08-09 18:08:12,False
109,daec6b26-7120-42c4-99fa-1cf9231fac77,4666.79,South America,UPI,2023-12-09 09:18:08,False
260,741f96e4-fe97-4a4c-b568-a645e016b5ef,20336.85,Middle East,Credit Card,2023-08-28 00:10:56,True
1480,aed701e9-899b-4fa3-bda3-8a20ed476469,4087.42,Sub-Saharan Africa,Bank Transfer,2024-01-01 01:29:23,True
1031,0d9456b8-32b1-4859-9444-8639056aa21f,2533.53,Central America,Bank Transfer,2025-02-05 16:08:20,False
1772,79bab83e-508c-4653-8201-07e08c2bd30d,772.86,Caribbean,Bank Transfer,2024-02-06 07:20:43,False
713,ec2dfb01-2ba9-4432-b629-681353c394b5,1407.78,Scandinavia,Mobile Wallet,2025-06-30 21:02:11,True
799,1cf0d180-7028-49c9-b4fb-88de036245d8,4390.45,Eastern Europe,Mobile Wallet,2023-12-12 00:03:15,False
1390,a949e3e0-5ca1-4109-8d17-847a4f4f860d,3180.87,Central America,Credit Card,2024-01-30 06:01:56,False
683,f2f5a84f-746d-4759-b77f-0072875cef17,20140.25,South Asia,UPI,2025-04-11 08:19:42,False
1479,e126bed1-1f6e-4eff-a30f-daeb49d92fef,805.35,Oceania,UPI,2024-10-03 10:52:14,False
864,fd5911be-5360-42c5-9c1b-1e8ffe75fa73,28956.48,North Africa,UPI,2025-01-13 21:03:18,False
294,3817f476-06de-4242-9342-8924e82b1a80,4845.48,North Africa,Mobile Wallet,2025-01-27 02:34:18,True
780,02683a66-8ece-4324-8e9a-f1c2ea621f57,1032.7,Antarctica,Bank Transfer,2024-10-09 16:00:56,False
1396,b5495dc6-12bb-4c31-9cfb-8771e7428086,3543.77,Middle East,Credit Card,2025-05-01 20:05:45,False
1870,9d3b9872-af63-4272-9924-e8f578ba3a5c,7576.98,North America,Online Banking,2025-02-19 05:26:09,False
1195,54a3fe78-fd17-4f72-a55e-d93b191ec5c7,4980.93,East Asia,Credit Card,2024-02-06 18:45:14,False
207,6d28f101-bddf-4bc1-98e8-c93990d71a92,2595.57,Eastern Europe,Online Banking,2023-10-26 08:48:10,False
1777,a82ba328-4262-42bb-8e5a-814aab76d738,2940.64,Western Europe,Bank Transfer,2023-12-18 05:26:37,True
1563,4d7c5cff-44f8-48c5-84e2-f36694cdc3bc,4251.17,East Asia,Mobile Wallet,2025-06-26 04:34:58,True
1988,f24019f5-e98b-4ea3-a6fb-e0eafcf2c9d4,4735.33,Central Asia,Online Banking,2023-12-08 05:02:25,False
1111,69d93174-f39d-4e71-9192-9da45882bcca,3706.22,Oceania,Cryptocurrency,2024-10-24 12:59:22,True
1974,1e0573d8-89bf-40fb-84b3-5176e899505d,4959.37,Antarctica,Bank Transfer,2023-08-27 15:13:27,False
1969,3b6e30aa-170e-47ad-b725-d9fdc4f1b355,1306.08,Caribbean,Bank Transfer,2023-11-15 03:09:19,False
1642,ed19f3ce-9403-4eba-8e78-fcec5a7f836b,38995.84,Middle East,Cryptocurrency,2024-11-25 16:28:05,True
44,bd70f20e-04b7-4def-b1a1-fa7bb6e0aec0,1859.88,Balkans,Bank Transfer,2024-12-09 23:40:46,False
924,eb080570-9dd5-407b-87fb-24b1df9a8442,2315.47,Baltic States,Debit Card,2025-04-25 09:16:51,True
726,95238fd4-9edf-4664-ac5a-5eb06ed18f8b,1099.36,East Asia,Debit Card,2024-11-27 09:04:24,False
1081,2b408d31-a0d8-4e2e-a3ca-778dbeedce19,1052.81,Scandinavia,UPI,2024-12-28 23:14:40,False
639,8ea8cf09-8f45-469b-a7e1-0ef060f30835,3377.47,Antarctica,UPI,2023-10-10 12:24:20,False
138,8bd3625a-40f1-4df3-a1aa-db2cef15a92e,1836.86,North America,Bank Transfer,2024-02-11 00:34:27,False
269,eeb4fb09-0fa8-41c8-94d7-55ebf49f332d,2810.35,Sub-Saharan Africa,Cryptocurrency,2024-05-21 23:06:38,True
315,6a73271e-3147-4c8a-88e8-3ff9f7b133df,3134.28,East Asia,Online Banking,2024-02-13 15:46:35,False
534,18a8f84c-c8d9-4806-89a4-ab3313fcf899,4151.03,Western Europe,Bank Transfer,2024-12-10 19:50:39,False
1369,746cb55b-3068-4164-ac3b-17904891041c,4206.28,South Asia,UPI,2024-07-04 17:11:40,False
1365,7eaf48ea-117b-4db2-b8c1-2f4dee5e709b,1941.27,Caribbean,Bank Transfer,2024-03-09 03:17:18,False
918,1a52746d-4371-4f04-b8bb-6df94363a227,3494.21,Eastern Europe,Cryptocurrency,2025-06-19 12:39:29,True
1559,bdb806c2-b866-4d6b-885b-636fbd6d6382,4866.83,Western Europe,Debit Card,2023-10-15 05:37:43,False
272,2d2bac54-d8b6-4382-91a2-768a1a0b15fd,1737.8,Sub-Saharan Africa,Online Banking,2024-09-09 21:04:20,True
827,49857301-a347-4e4a-b337-9a6de406d920,5991.85,Sub-Saharan Africa,UPI,2023-08-03 10:14:06,False
99,cfa8fb05-9820-402a-b09d-b775ac0196db,40048.9,Oceania,Mobile Wallet,2023-10-27 15:44:59,False
1244,c3c62ee3-54ee-41e5-a1f9-e789db7ccbad,110.78,Central America,Debit Card,2024-02-09 16:15:51,False
515,c752f6fd-6cce-4b76-a7ec-80c6cd1723ba,4750.7,North America,Cryptocurrency,2025-02-18 15:50:51,False
268,373b782f-97d9-4014-a739-8ff82102240e,3536.36,North America,Online Banking,2024-01-13 04:04:08,False
1860,631cfc30-564b-4dd2-a842-2896b408c050,3239.51,Sub-Saharan Africa,Debit Card,2025-07-01 21:40:55,False
1004,da05246d-6b76-45d2-9656-1fb89346d3e1,19958.41,Sub-Saharan Africa,Bank Transfer,2025-07-18 06:10:41,False
294,d26c40ec-d9af-4d51-ad80-ca888cd7e961,344.38,South Asia,Bank Transfer,2024-05-10 17:21:47,False
929,13b9f977-c594-4d49-8361-483f6ae15868,4361.52,Sub-Saharan Africa,Bank Transfer,2024-02-16 16:11:34,False
1009,07859c35-090f-4aa4-9b80-b319b5462e97,1995.8,Sub-Saharan Africa,Bank Transfer,2023-11-14 16:16:33,False
1267,efe2e8bd-c6da-4173-af80-db24230e1d20,1883.11,Middle East,UPI,2024-10-12 14:23:44,False
1950,9834f2a1-cc72-45a0-94de-83d9e0225076,1502.69,South Asia,Online Banking,2025-05-28 22:56:09,False
254,483d439a-cd78-4adf-b1a1-0dfc3bd90b00,911.94,Middle East,Debit Card,2024-09-14 11:09:16,True
1800,bd8d28d6-7dff-4c45-ad68-18f70d741aa9,3220.99,Southeast Asia,Debit Card,2025-04-08 05:03:06,False
1057,e5cc5efd-1d1d-426c-9c13-755209bb0203,651.98,Central Asia,Cryptocurrency,2024-07-04 08:15:13,True
790,b81f3daa-6714-4113-80af-f3be0b43b6aa,1882.84,Eastern Europe,Credit Card,2025-04-05 12:57:23,False
1919,2acee52c-1f39-4a57-a1cd-b3031f5a1a09,2324.97,Caribbean,UPI,2024-04-22 07:34:20,False
924,a312cbe7-bbed-475c-992f-3f58b106dca9,2446.22,Caribbean,UPI,2025-04-19 18:03:24,False
462,fc9d15b4-5a4d-4336-b105-17a2af7b08bc,4862.72,Southeast Asia,Credit Card,2025-01-31 19:30:26,False
1344,0c8a003b-3218-4d3a-a26a-faeef30106b7,2818.07,Balkans,UPI,2024-07-29 16:42:20,False
837,063a8221-6ded-4f30-ad30-8d60d7725d2e,1948.97,Central Asia,Debit Card,2025-03-29 17:00:00,False
942,8eee59a9-1419-4967-be2a-40b96587feef,1610.89,Southeast Asia,UPI,2025-02-22 06:05:11,False
282,b5e83ae2-e830-4bfd-9b17-88f970400d29,1760.02,Central Asia,UPI,2025-07-09 21:30:03,False
1554,6ccb440c-0904-46ba-b321-34b8a01f2510,2987.17,Middle East,Bank Transfer,2023-09-01 07:26:07,False
499,f0f2c3e4-97e7-4ed9-a0d1-7d1d403bfc97,4556.66,Caribbean,Debit Card,2023-08-08 19:35:30,False
1055,a14bec97-0bb0-4f12-bca6-de14a1fc4453,4574.08,Southeast Asia,Debit Card,2024-12-21 02:58:10,True
63,3b6b348d-9cae-41e9-9c72-a3178887ea16,3489.5,Baltic States,UPI,2024-06-21 06:35:42,False
1964,f4abe846-11e6-405d-8a38-659057b001d1,1225.64,East Asia,Bank Transfer,2023-10-21 20:32:35,False
1966,dae5129a-89c6-4e5f-92d3-1b49b1a60a98,4799.13,Antarctica,Credit Card,2024-12-02 11:53:00,False
1402,6c15e969-b612-47ab-ba9f-042db1679d14,3215.45,Balkans,UPI,2023-09-12 16:11:43,False
1338,8ffb34fe-f146-4721-8dae-9ecd5492b031,1034.27,Eastern Europe,Mobile Wallet,2023-08-21 16:11:58,False
1095,98bd8eaf-cc6f-42ec-b924-1bcdcafdce7b,3220.11,Oceania,Credit Card,2023-10-05 12:30:44,False
1928,ae2b1e3a-b682-43cc-b01b-3d403e029e91,19547.9,Eastern Europe,UPI,2025-05-08 00:50:39,False
401,1647e4be-eb5c-43d1-b022-865c5f397957,3583.59,Baltic States,UPI,2025-01-14 16:14:18,False
1023,c5c2476f-21dc-42ed-b3e1-6a39e171a353,26347.84,East Asia,UPI,2025-04-22 20:06:09,False
1966,a651fb0c-0d8e-4091-94b4-a4e4e7122648,4281.04,Antarctica,Debit Card,2023-08-03 07:17:41,False
1099,3ce89082-8f85-400c-8758-177a8018bc68,21000.16,Western Europe,Mobile Wallet,2025-02-27 12:20:42,True
166,aa288339-f162-4e7e-bada-b32b4ef85325,4780.57,East Asia,Cryptocurrency,2023-08-19 14:07:15,False
522,818e6a24-6d8d-4915-bb29-cc80c161c2fe,1483.8,South America,Mobile Wallet,2025-02-01 07:19:28,False
219,a7f808e4-4adf-4fa1-a5ad-32acb4828915,4433.74,Balkans,Debit Card,2025-01-27 08:32:44,False
1172,e26a0f90-c369-4113-b907-6a59c8cbcd5c,39692.68,Oceania,Mobile Wallet,2023-10-12 13:42:30,False
1686,155c1d6b-e327-4774-a826-6d3684a5a82d,36.77,Baltic States,Credit Card,2024-03-20 19:51:02,True
1644,f3506d88-736a-493a-8da0-868a4d3a60a3,2811.87,South America,Bank Transfer,2024-02-21 17:20:03,False
1710,fef8dab1-64f1-4e85-9370-b723e50e1220,4413.29,Oceania,Cryptocurrency,2025-07-24 11:41:20,True
1233,399c0998-242c-46a7-8bfd-c6c78252a8bf,975.76,Caribbean,Bank Transfer,2024-05-06 11:07:24,False
1450,6b573fab-b41c-46e5-802b-b5bc4a9fe36f,1472.54,Southeast Asia,Cryptocurrency,2024-01-21 08:07:40,True
1168,956da651-e96f-420e-9e31-42fc0a051698,4504.54,Baltic States,Mobile Wallet,2025-03-19 03:13:04,True
646,e3b5d9e7-a8cc-4d23-b6ab-d95f5528402c,3230.67,Antarctica,UPI,2024-12-31 21:15:35,False
1939,cbc6530d-1486-4a97-9a1c-9f05e0749b2b,4308.5,Central Asia,Bank Transfer,2023-09-06 23:26:05,False
735,9ae01c95-af36-4a5e-9e2d-64babb775fd3,870.31,Western Europe,Online Banking,2025-02-03 15:42:13,False
857,538670a4-c8a6-4f2b-bf9c-604027976747,2290.54,Southeast Asia,Debit Card,2024-06-21 04:12:18,True
254,48c65e91-ccc6-46dc-bd25-9467b3a88349,810.19,Eastern Europe,UPI,2024-12-16 23:15:10,False
1075,5611ae91-3ef7-411d-b100-a4f4e93820df,2724.49,Caribbean,Cryptocurrency,2025-04-28 01:06:47,False
1060,e0ce29c4-d01b-4677-80ac-3c45f1fcbee8,3512.54,Middle East,Online Banking,2024-06-09 22:12:06,False
197,464dcbf3-c65e-4429-aa1e-c604113dfdf5,4276.15,Central America,UPI,2023-10-02 01:12:11,False
1288,48b93c67-b6d8-4a2b-ac0c-227eb8c426f8,2273.33,Eastern Europe,Credit Card,2024-04-08 04:41:18,False
657,f313063e-86bc-47e0-9189-7e7b95680ccb,1525.43,Western Europe,Bank Transfer,2024-09-12 00:00:45,False
697,0ccb01f5-e7ad-406a-971e-ff7604d2b6e7,36658.54,Middle East,Cryptocurrency,2024-11-05 04:31:57,True
986,e673f014-258a-4a94-8ab9-5522dfe18d33,4346.74,Southeast Asia,Cryptocurrency,2025-04-25 16:20:10,True
1793,65279c8d-0663-49a1-949c-b41b3d4871b9,3283.64,South America,Online Banking,2025-02-11 23:41:42,False
1932,7999b906-d942-4703-9d83-dd0b8fe13a45,1034.31,Sub-Saharan Africa,Debit Card,2025-01-17 14:50:49,False
1580,b4341e1b-eee7-461d-8472-13b86713d41f,2424.54,Middle East,Bank Transfer,2023-10-03 10:18:30,True
1614,788bbf1b-61c9-405a-9b99-68d28e3e788c,2394.42,Caribbean,UPI,2025-07-11 21:30:17,False
797,925fc17d-0ca8-4485-872b-b09c5c8ae642,3925.67,South America,Bank Transfer,2024-01-21 02:03:25,False
303,3a7a18b5-fd18-4478-a328-438d61c04de5,1113.65,Central Asia,UPI,2024-12-02 05:55:53,False
495,4a367758-1d73-4786-93ea-d7c8630a4347,35796.61,East Asia,Credit Card,2023-08-26 11:57:59,False
1236,db636e46-a051-49d6-ae5b-d4d9b5bc8b08,3255.3,Southeast Asia,Credit Card,2024-08-02 20:06:14,True
1019,cbe36619-654f-4465-b8bd-274c90345852,3860.89,Balkans,Debit Card,2024-12-19 03:10:12,False
1401,4a45396a-b88b-4859-84af-14a728ec4a63,470.16,Sub-Saharan Africa,Online Banking,2024-04-02 13:02:57,False
1534,d489deb6-dbb2-4c08-b7e9-00983fd78ae5,4493.37,North America,Online Banking,2024-01-15 13:31:27,False
680,342dc48e-ebc8-4b51-89a8-1e1d68910cfa,2695.56,South America,UPI,2025-03-01 00:25:58,False
790,9dddf2d5-a70e-40b5-b910-c6e0ae16585b,3194.1,South Asia,UPI,2025-01-15 14:54:03,False
1744,ee35b212-0817-4a22-8872-08e33492166a,3993.0,Oceania,Debit Card,2024-07-21 11:01:53,False
433,d33dea73-10a9-4bd5-b770-94e96394e6ca,1926.53,Central America,Mobile Wallet,2024-04-20 12:08:34,True
994,9ce69583-3291-42de-b366-2f9e3986a683,269.05,Western Europe,Online Banking,2024-02-09 04:39:53,False
574,a5a5607e-7473-40ed-aa14-1535d7bb60ca,3489.2,Eastern Europe,Online Banking,2023-08-17 22:32:17,False
482,be43eabe-c171-45e3-8fb8-2f07f334e0b0,1113.59,Baltic States,Cryptocurrency,2025-04-04 12:59:53,False
1812,a998495a-72e0-4ef7-a4e6-d17080785f59,3703.0,North Africa,Online Banking,2024-08-26 03:48:14,False
1813,02f78940-d0a8-42fa-8def-4ea9236ad208,3911.51,South Asia,Bank Transfer,2025-07-02 18:26:07,False
1189,5d00c1c4-ad0b-43ae-b4cd-fdc7fa23865c,2931.38,Eastern Europe,Online Banking,2024-11-04 21:30:16,False
147,fda692d5-0fd8-4224-b949-aff726a1d981,2153.11,Central Asia,Debit Card,2025-04-29 15:26:59,False
125,d6a06a92-8934-4378-8733-297b3323fdf0,2527.1,Central America,Mobile Wallet,2025-07-19 19:53:25,False
1214,c4ff979b-04d9-4bc5-a4f3-268ac9e058b9,993.46,Central America,Cryptocurrency,2023-10-31 12:58:50,False
910,9b72380d-18ac-48aa-ac89-7a83ccae7e41,2153.02,Baltic States,Mobile Wallet,2025-02-18 23:21:32,True
574,71a9c524-0a8a-4672-84f4-f7a206ada381,4949.88,Western Europe,Credit Card,2025-02-01 08:47:07,False
778,4e075249-0363-4a84-b061-7475874d5761,1674.32,South America,Cryptocurrency,2024-04-20 17:17:39,True
290,cd5dbba2-3c57-4907-a8c4-6358827cdd3d,4514.18,North Africa,Cryptocurrency,2025-02-08 04:08:43,True
934,f4c5d4ec-fd0d-4fb5-98c2-fcd7f7a14c78,1087.53,Central Asia,Credit Card,2024-03-11 01:52:59,True
1207,0e5ecabf-8a40-484d-b18b-e644795f60b2,964.37,East Asia,UPI,2024-01-05 17:40:55,True
1379,42e62957-3a06-48f3-9a9d-cc8e1a95a2e1,12355.94,Eastern Europe,Cryptocurrency,2025-06-12 22:40:51,True
1090,f4a6bcd5-f479-4bea-873a-f0821aacc839,4355.76,Eastern Europe,UPI,2024-04-08 13:33:07,False
1803,43fb7a96-785e-44ed-80bd-60f746c9256c,666.61,Eastern Europe,Online Banking,2024-03-07 04:45:15,False
273,0c549739-2b89-43d5-8ebd-13a48bd531c0,3839.42,Scandinavia,Credit Card,2024-11-27 03:57:41,False
1644,2fa6a573-216f-4c57-a6dd-c95b7eff1e42,1562.93,Baltic States,Bank Transfer,2025-07-14 01:28:01,False
1121,68655685-fd9c-4819-bc44-2e8f29e1bd45,4071.37,Baltic States,Cryptocurrency,2023-08-18 09:55:05,True
575,2f19c6d6-1373-4aba-bf2e-bcd90a1c2750,2217.96,Eastern Europe,UPI,2023-08-23 13:37:32,False
1112,6604a48a-4498-40d3-a8fa-4c8653df8fee,4100.76,Oceania,Mobile Wallet,2024-05-02 15:56:04,True
503,aa4e1e65-c2e7-49de-b58a-738c0ac47449,3928.39,Central America,Bank Transfer,2024-04-13 03:55:42,False
144,a23f82b0-e030-4db2-8aed-fe73a83aca84,39143.69,Eastern Europe,Bank Transfer,2023-09-08 22:16:56,False
1611,a553d840-db7d-4c03-8650-fdd0c33b9edf,3195.3,Scandinavia,UPI,2023-12-25 22:23:53,False
1260,29f20841-c391-4a2a-a2b1-975fff310e75,2920.39,Scandinavia,UPI,2025-04-28 12:53:04,False
1485,8f747b51-2b28-489f-aa4a-10aba5408dbb,3604.64,Central Asia,Mobile Wallet,2025-03-25 03:58:38,False
928,96762dd9-c144-489f-a1ed-d88ae2793955,19518.44,Balkans,Debit Card,2023-08-28 12:14:55,False
1697,3b2ad70c-c142-43a8-9d6d-d394ec69ed8d,1493.95,Central America,UPI,2024-05-29 08:53:10,False
1106,312e63c3-84fd-4fc6-9cef-662a28e8c2c7,1263.9,Central Asia,UPI,2024-02-12 19:23:51,False
1459,777407b8-915c-462e-ac07-1ea241a63590,28523.75,South Asia,Cryptocurrency,2024-02-16 13:28:05,True
1591,0db8b7b7-955b-4f51-9ccf-efe627c297dd,2354.53,South Asia,Online Banking,2024-04-19 13:27:16,False
387,fe074d9a-1fcb-4531-aa14-f86bf83cbaff,832.22,Scandinavia,Bank Transfer,2024-11-23 10:57:07,False
1085,f6dd4da9-16ff-46ff-aa09-7b073f59f5ec,1999.56,Oceania,Cryptocurrency,2023-11-22 23:36:35,True
1427,1a282cbd-4167-4f81-a7ff-71949ba4de01,3619.55,Oceania,Online Banking,2023-12-28 11:40:42,False
1910,34afd0a8-5f01-47f5-83d0-6c028aba8a15,1626.22,Baltic States,UPI,2025-06-20 00:02:08,False
1445,a1cf9e80-cbdf-4528-9174-229e1899a042,1281.43,Western Europe,Cryptocurrency,2025-06-21 08:34:04,False
1951,3123c1f3-c032-4d5a-b2cc-57056e934f69,3951.28,Eastern Europe,UPI,2024-05-24 06:31:08,False
1752,c58a4104-e2db-4630-9fac-5c9058bef803,32201.08,Eastern Europe,Mobile Wallet,2023-11-23 11:24:41,True
1519,92b58053-72c6-447e-b82a-5c740f3eb625,838.91,Western Europe,Cryptocurrency,2023-11-15 01:37:28,False
475,9a2e1aa9-4cc0-49b8-9445-efec85569600,1825.86,Western Europe,Online Banking,2024-07-10 19:00:03,False
1917,d5f4eb81-8dd0-4340-8dca-67716454b8b9,2680.12,Scandinavia,Debit Card,2025-06-16 02:21:14,False
576,61703f5c-c701-441e-8b34-b9321c3b1b24,4692.58,Scandinavia,Online Banking,2023-09-19 20:58:07,False
1025,6d403316-ddd1-4cb8-b0c9-943a70998048,3564.27,South Asia,Mobile Wallet,2023-09-19 08:39:16,True
645,680d1f24-bcc4-4204-9376-4db2c7dd4717,3227.81,South Asia,UPI,2024-11-06 23:35:53,True
345,58583584-3a0a-4f17-b35d-f4b53ef4d796,34952.08,Eastern Europe,Bank Transfer,2024-01-08 02:13:56,False
605,e1661ecb-b983-4997-aecd-c3f4c0c94a40,2794.54,Sub-Saharan Africa,Bank Transfer,2025-02-12 10:05:51,False
60,f62e8534-e364-4189-8266-9cddeffdadf1,86.92,Baltic States,Bank Transfer,2024-02-20 05:37:05,False
437,f265e0ed-8d18-40e9-b863-847fb2d72c77,1946.4,South Asia,UPI,2025-01-25 04:30:33,False
684,1e9bd70d-1ca9-4199-a45a-838226a3ec80,4984.99,North Africa,UPI,2024-12-09 15:09:44,False
1731,4a35ce3d-3c4c-4dd5-b520-d11189f026dc,3318.55,Sub-Saharan Africa,Mobile Wallet,2024-07-28 21:41:58,True
931,b3b5ea7c-3768-4ca5-b730-142b25de55e6,5867.66,Scandinavia,Credit Card,2024-02-17 05:49:15,False
387,745b23aa-9fb3-47cd-890d-b2962b3ac138,4073.38,Oceania,Bank Transfer,2025-02-17 05:53:16,False
1585,4554dcf9-e1e4-4a76-b2c7-93c3a8a145fd,2738.8,Baltic States,Credit Card,2024-10-21 07:03:37,False
520,34a7a011-2bb2-4280-9a0b-fc885d012b5a,503.02,Balkans,Credit Card,2024-09-02 18:54:41,False
768,461b7e82-03da-410a-be65-9b85d6af8a4f,4681.25,South Asia,Credit Card,2023-08-19 16:43:08,False
228,5ad30b67-dd8a-4175-8936-36908ecd039f,4677.58,South America,Bank Transfer,2024-03-05 11:48:32,False
1901,681e949b-74f9-4abe-95cb-ab2784f0ac8d,4422.63,South America,Mobile Wallet,2024-11-01 19:21:52,False
337,9456c32c-2fa7-4fc2-9682-0e630113c435,3276.7,South America,Bank Transfer,2025-06-20 06:26:48,False
1200,a35a19fd-5bde-4d1c-8049-e45606414c54,4274.92,Central Asia,Bank Transfer,2024-09-25 18:43:58,False
641,d452edf6-638b-4435-9b3b-9a3cf6f8f572,2681.72,Antarctica,UPI,2025-06-22 19:20:19,False
480,88325c98-8247-4460-9a1e-fe2b59835622,4564.54,Antarctica,Mobile Wallet,2024-08-04 15:36:57,True
1287,018f538a-04ff-4640-98a3-3f1b0a3f1820,2033.15,Sub-Saharan Africa,Credit Card,2024-04-29 08:55:46,True
810,742de91b-5d2b-461e-814a-202879f7a8c9,3731.16,South Asia,UPI,2024-03-20 00:44:14,False
1561,ed011516-712f-43f9-8c97-412d587bc3c8,839.6,Scandinavia,Bank Transfer,2024-01-25 23:46:02,False
1955,64024c8c-00cd-4685-96d7-5cfedd95e36d,1846.76,Scandinavia,Credit Card,2023-08-28 07:24:14,False
870,6be645e3-1b6a-4546-9f02-d99231a3e3a5,3537.43,Balkans,Bank Transfer,2024-09-20 11:44:31,False
916,9e52c7ef-d6c6-4580-afe7-58f872c48864,1392.93,Baltic States,Credit Card,2024-07-09 23:09:27,False
561,1015d9aa-bbaf-4112-95ba-d0c1a3388dfd,1940.53,Antarctica,Credit Card,2024-10-14 11:02:46,False
1525,7d3a3474-f1ec-489a-b716-7f2c0c95bf63,1148.63,South America,Bank Transfer,2025-07-06 01:32:09,False
1434,f7322dc1-7ecc-41a3-a64c-b8adc59491c4,4873.53,Middle East,Cryptocurrency,2024-01-31 19:02:49,True
1321,da280f78-5ffd-4f67-b118-045ebf2e985c,2319.81,Balkans,Credit Card,2025-06-23 00:26:11,False
56,68dbfeb8-56c9-47c4-91ea-6c2717e3a263,1721.4,Central Asia,UPI,2023-11-07 04:33:33,False
845,4a99af89-1c5f-4449-b10b-21f584928abf,2767.27,East Asia,Bank Transfer,2024-12-03 01:31:09,False
