customer_id,transaction_id,transaction_amount,region,transaction_mode,is_fraudulent
a1bed56a-3d8b-4536-9f3b-1aa4b4224d21,42ba110a-a382-4785-9320-1e5baba153da,5171.05,Balkans,Cash,False
3db4204b-9350-402a-af4d-0929447599a0,9e85a49f-d90f-4ad2-9c04-0b6bed776c05,40.95,North America,Bank Transfer,False
ec4f7a1b-d092-4913-884a-e7be5dc3175b,86839a32-e606-4d8c-bd4d-c4a1ac51ce36,135.13,Baltic States,Cryptocurrency,False
65996c35-ef24-4e2b-a0f7-cc2584af3983,33dfedad-9696-45d1-a836-f2f5716d5795,351.09,Oceania,Mobile Wallet,False
b01f61c1-aceb-4411-ae31-f678127deb84,7c0469dd-21e9-4739-817e-79d306c3ac38,151.75,Antarctica,UPI,False
290d7940-99a4-49d2-a7ac-969f652c8a98,d519f4b2-68d5-4d93-af71-f73fb2d8df83,383.16,Antarctica,Online Banking,False
ad71d647-74b0-47ee-b803-9f1cb7866340,951068b4-00fa-4dea-909b-d07782fb60a6,344.44,North America,Credit Card,False
bbf13cee-1336-4f33-b79e-950b29b1fc3e,0a67f15a-0886-4d20-a25f-d475cad00211,72.62,South Asia,Credit Card,False
95cf7fcd-fe12-4e38-957c-2a0476e46274,43d17f0a-4d28-40d8-83b9-09a5c997edae,421.16,Baltic States,Online Banking,False
ca74f005-1ba8-46f3-9e1a-b87506cf06bd,2cb6cbfc-6b41-4ddb-a863-4cfdce625ab9,222.01,Middle East,Cryptocurrency,False
d07748de-4aab-4d4d-8bf1-63754f33728a,35363714-406f-4529-adb4-ed5ed002b5f8,24.56,Antarctica,Cryptocurrency,False
bc9f9367-5e86-48e3-9c30-445edd6a9b79,4f50e4cc-1b0c-489d-be8b-3e9007cf1f75,253.12,North America,Online Banking,False
12db14cd-9de8-4b9e-88a8-196993d20438,051c1c00-2be0-4728-81de-9a5196adedb1,343.69,North America,Mobile Wallet,False
f6f2ad1f-6d71-4273-a65e-6da83ceba5d3,7904dad0-e259-402d-863e-48862e7ff64a,183.34,Middle East,Cryptocurrency,True
c0d62243-1417-4a4c-9071-e33799efc2c6,3ede608f-d00f-4d64-b0ef-c496d7b24c62,341.67,East Asia,Mobile Wallet,False
f10f04de-2cbb-4884-8036-86427c3acaae,12b0c8ae-ff03-436c-9e5c-3cc69d027f57,82.85,Eastern Europe,UPI,False
290d7940-99a4-49d2-a7ac-969f652c8a98,ff27233c-ec9e-4b1f-89da-020829295bf6,197.22,Balkans,Debit Card,False
3700bce0-8a0b-4c08-950a-127933bcf351,0db7b955-d7ef-4c24-bd41-e149772c5de4,452.74,Central America,Cash,False
6740d658-84f9-4757-b9b4-09d641ebc3cc,179201d5-a34f-446a-93b0-53afe120421c,288.82,Scandinavia,Cryptocurrency,False
1f7dc1cf-a5b6-44a3-8d03-5e24806c78df,5ef0c35e-1d44-4db8-96ff-68f8cccc72f9,497.03,Eastern Europe,Cryptocurrency,False
16c7aa11-a2b2-44bf-b76f-e0975f386611,6f317359-ae8b-4c13-a030-aacad028521e,95.69,Middle East,UPI,False
d1e46d61-b1cd-4d1e-a2d6-ae6475c5ebfe,816e0bc2-af44-43d2-a64e-919744d288fc,456.17,Baltic States,Credit Card,False
c464dc82-e27c-4b20-92b2-e94c48fb909b,e496b6ab-c1fc-4ae0-92e7-dc8557424b1e,320.37,Oceania,Mobile Wallet,False
ca1817ff-812b-4889-85f0-5ed9a7f0fa05,e81e89b6-aa43-4d66-9829-51b4d8b0fed6,8519.61,South Asia,Online Banking,True
90adb3af-fa7d-4ea9-9f02-ecb035d04380,4b3d5516-a177-4350-9df2-47f37d30b148,124.33,Antarctica,Debit Card,False
16c7aa11-a2b2-44bf-b76f-e0975f386611,80de227e-b9cc-4d57-96ae-1fe7dbc1f074,7404.03,Caribbean,Mobile Wallet,False
27eba8e8-6219-4ce3-a76a-c49586641bdc,3751e6b5-0f7d-4560-80b7-36afaffe2f89,243.75,Western Europe,Cash,False
3b7bf058-880c-4969-bf83-6bee0810bc60,d4ea9cc2-9495-4f2f-9372-235e704a17fe,150.17,Baltic States,UPI,False
6936a613-cf3a-4762-843f-f6e7bab4257b,27f7b11e-f80c-42a4-971d-5a5cf5960b79,115.42,Middle East,Online Banking,False
94d0420c-ff3c-4c0f-8f51-a4939836de17,87689320-f3d0-4c20-84b5-fda188eb3b94,294.94,Oceania,Online Banking,False
27aff903-b83b-4537-af41-01b0d39f0e58,4ea51c0e-db25-406f-a0f9-b3b1e9f1e963,175.03,Balkans,UPI,False
41d3aeb2-1f8b-435d-b54c-665325f477d8,f6f181e8-e8f5-4f2d-9647-9189edc8d2b5,279.1,Eastern Europe,Cash,False
35a4b934-7071-4719-9e09-dedd45ff674c,68c58f48-3d49-45ac-b301-b6cd3f203351,342.9,Southeast Asia,Bank Transfer,False
499e188c-d16a-4318-b745-c334dc514cd1,ad8f97a7-6fe1-4601-bd1a-32d3180b5043,154.29,Central Asia,Cryptocurrency,False
a1e06b96-3d33-4161-9beb-62fdc363dc8e,2f247b1e-a768-4e71-8c12-b340a2f45a14,17.82,Western Europe,Cash,False
c054d710-993c-4df4-bdb5-ecb82678c513,72efba91-d17c-4daa-a155-0f072f2e2d2f,322.04,Balkans,Debit Card,False
6cdc233b-baf5-4999-a1e9-5f71f756ad1f,33ed8492-ce8c-4173-b860-378155edb739,146.6,Scandinavia,Online Banking,False
3a610392-e45b-4566-8403-482d33e623ec,c9e16474-d7e1-42f0-8878-c8d7e6afa9a7,258.6,Southeast Asia,Online Banking,False
27d56760-dda5-43fc-ac5e-1922e1d838af,eeca7394-48a6-4d21-9ad1-62406ade4b3e,9542.8,Baltic States,Cash,False
b10836d0-e00d-4f6e-8b12-3e6663d8c64b,68cabd99-415d-4c69-848a-f340e6ec42d6,453.39,Southeast Asia,Bank Transfer,False
76976fc0-5480-4dd9-b044-c7b8c3683296,a71cfc0e-8c75-44a8-a21a-837dad29278f,330.51,Western Europe,UPI,False
9d9ddc2f-8c9c-4a17-a13b-8f33cf74745e,d9cefe18-e346-4ac0-a602-83d6c4f935e5,180.8,Baltic States,Bank Transfer,False
dcde8377-d90a-43cc-90b2-3aaa3777ff27,22166b8c-a19d-476b-80af-41617b4e707c,1439.36,South America,Online Banking,False
e19f83a6-034b-4fb2-b3fc-be5ee08dc3cb,34445f09-2288-42ca-b15f-fe76ad08c135,327.04,Middle East,Cash,False
98435e13-a2f9-408d-8826-0058f02ed687,24323fea-b026-4bdb-8647-fb8e517f3534,438.35,North America,Cryptocurrency,False
4f158a8f-a0bd-49fa-bc87-9e4597240226,1a9373b1-28d7-4e48-9755-9206bd016f87,406.27,Oceania,Credit Card,False
6cdc233b-baf5-4999-a1e9-5f71f756ad1f,823cfd77-7cb1-4a3e-b91f-27876ac4e186,333.16,Sub-Saharan Africa,Online Banking,False
a5dd75bf-05b1-4aee-bbf8-304d62399360,d9fed1fc-ad27-4043-a870-308f11dac9ca,394.66,Scandinavia,Mobile Wallet,False
75470f43-8276-473a-982e-e3fe90a0be89,58391e5a-cbd3-4fab-925d-e51c99885a80,188.15,North Africa,UPI,False
3700bce0-8a0b-4c08-950a-127933bcf351,6fc254fb-95dc-48e7-99a2-89595a236639,129.47,Balkans,Online Banking,False
06d8eab1-f0f4-40b6-9463-23d444feee71,6b63dfd5-6267-4568-96f9-2bcc1d77215f,218.4,Baltic States,Bank Transfer,False
65046728-eed6-4eab-a050-431d43e7fd3e,a70ca567-9929-41ec-a843-e97856d28219,29.01,Middle East,Mobile Wallet,False
66f9ca12-4541-4f66-b4a6-2a1e7d67756f,b83d2f1c-082a-4f7d-84da-678f1e7c77ee,350.91,East Asia,UPI,False
cf536f9b-516d-43f1-929e-1129a55c5380,9320ce6d-2776-40ad-87b0-76afe7b49b3d,19.97,North America,Debit Card,False
83b1368c-4b21-4d15-9ea8-4dbb6fda90fb,e3f2bea4-01f1-410e-803e-649c07349989,310.82,North Africa,Cryptocurrency,False
c1137d02-77d4-44e5-967a-e49f40d42a00,dde7bdec-1893-4f78-be9f-0dcaf8edf7e1,262.03,North America,Bank Transfer,False
9476ea22-7198-4440-bfa8-e9cf95a3d883,edef14dd-8cd2-433f-9ad6-637c75e73c61,174.52,Caribbean,Cryptocurrency,True
f4739ac8-3029-41b7-ac50-114f4653d8f6,3baf5c3e-a250-4349-be77-f2252ba9faba,112.52,Central America,Bank Transfer,False
cfcd6c17-9a49-47f9-8ffc-1337717d9dbf,3ef2581c-92b3-4a61-ac0c-864659dbf6db,469.76,Eastern Europe,Bank Transfer,False
8972666b-d023-4813-8b56-3e3f2c8ba238,681e706d-5c85-4208-b42f-c37292cc671e,49.01,Central America,UPI,False
7c0db9b4-21ae-491d-b667-dd874a1b441e,13e87b7b-eb4a-4e87-bb19-39ae48aa4471,410.3,Central America,Cryptocurrency,False
186ec9e1-a48e-4a29-a093-ae45a90dc2d1,a6b7cded-1713-4c33-a91d-76d4b31f2a69,87.66,Baltic States,Bank Transfer,False
fb49807f-995a-4ef9-a543-c59cef5e1cc6,c91d8aa2-3d0e-4fc4-bc46-457b7ad7de4b,383.71,North America,UPI,False
7b2c0b6b-9e23-4306-918b-77a0f0f993e5,e8358bf5-2755-4770-b2ab-9270e5cc29c5,58.74,Balkans,Bank Transfer,False
1d6cfd3a-dab3-4e63-8d15-2cfa1585fecc,d8351ca4-0f23-4d67-b3d3-cd9a61550ed8,479.22,Western Europe,Cryptocurrency,False
12c0f623-ef69-48c9-ad90-33ff288cbdff,79aa6cee-05a5-4fef-a3c3-9f7d4176810a,479.87,Central Asia,Cash,False
c96df099-4442-4985-95fe-bfb8b8aebfed,5de61c1c-4b2a-45bd-a230-ff03acabeed2,146.36,Middle East,Credit Card,False
1c2046d6-1d0a-41ce-9af8-7d542eca1579,e2c68fcd-3981-4921-a304-f4a69f0fb42e,103.58,North America,Mobile Wallet,False
3e5552ae-810c-4c0d-8bd1-128bdc064054,0f7230fa-4524-49b9-89f2-af0c5c504946,349.55,North Africa,Cryptocurrency,False
b43fa16c-287b-44e8-b623-4c69481daa2c,fd706dcc-4384-40bb-b101-aebbb021491e,118.52,Scandinavia,Debit Card,False
309aadc2-bb83-4826-8954-6defd14e4dd8,5dd18111-7710-42ed-94ce-705221128216,41.55,Middle East,Cash,False
1cd8dbd4-516e-474c-a6ad-7f07d825ef11,b148c2bc-1fdc-4f09-8259-058b88181fa7,204.42,Sub-Saharan Africa,Cash,False
a99c05eb-9331-4394-8191-326f4798fce2,5c2b7061-c9df-4daf-a4ef-8a6c7faecaf8,11.73,Western Europe,Debit Card,False
6f1c17af-22fd-4e57-950b-cfcf4f95db87,41ad0b19-66c3-4bb5-95f3-bcb6c3d02294,79.81,Western Europe,Cash,False
723c55f1-a2d4-4fbd-aab6-e8a86213e47a,65ae3243-1143-4cac-9846-726038cb7142,239.64,East Asia,Credit Card,False
e09a459a-cb82-4a28-a94a-9d94b7853a6d,3ffc92ba-f5ef-4e54-9eaf-be7e89b69af3,65.09,Antarctica,Online Banking,False
9ddd77a7-572c-46a8-880f-af028ed8dff2,ab77a41e-8071-4663-a62c-0db348396348,366.04,Caribbean,Online Banking,False
0bba9f59-72b3-4e53-a228-6c5081523556,f4c08bb7-ba68-4c48-8a48-253fcd2c7fca,96.3,Middle East,Cash,False
32e3829a-2b79-452f-93c5-81a9d3ab3433,77af8393-0d46-4c08-8419-f6c6305b2609,2657.5,Oceania,Cash,False
1975f339-213f-42b4-8668-1dffb0d4faeb,a9bf32e0-e0fe-4d1c-9f85-b0f543443f00,187.77,Eastern Europe,Credit Card,False
1b6687ab-43a7-4f57-bb20-33f2e9610d75,28714a8b-70fb-47c7-8922-b4eca8ea0763,135.57,Central Asia,Online Banking,False
184bbf82-927e-4466-a245-5d9218f5f07e,a9bef0a2-1827-4e80-a6d4-938e9ae04e41,129.52,Central America,Debit Card,False
2ed18da4-345b-477b-ac4c-0271b4f344ec,7512838d-3146-4456-bed0-acf55a04d008,23.44,Central America,Credit Card,False
1d73d20f-20a0-4181-9ada-6ea91e61e6ba,715d163b-2345-4920-94eb-d15313d9aa08,424.88,Balkans,UPI,False
725b1d12-3fe5-4b46-a924-0d5bc0c4eacc,d3512ad5-16da-4add-bba2-de4a57fa65aa,313.73,Southeast Asia,Online Banking,False
fd4f135e-5173-497b-90b0-16f460bbc4d8,d84bf0ba-6ef6-4a55-bef8-9b34fb0df27f,49.99,Southeast Asia,Bank Transfer,False
1d6cfd3a-dab3-4e63-8d15-2cfa1585fecc,d13e9086-81a5-48b9-99f0-15206fed54fd,190.74,Scandinavia,Credit Card,False
7c0db9b4-21ae-491d-b667-dd874a1b441e,db38e7a7-0f01-4e91-9eae-4a6114b49f34,343.13,Central Asia,Online Banking,False
7f5fa482-c615-4cae-b532-d901a2d463ba,85552351-461f-484b-b274-b375c92ca650,121.7,Scandinavia,Mobile Wallet,False
65996c35-ef24-4e2b-a0f7-cc2584af3983,e42cc75a-68a9-4cff-858b-7b55f3f38647,232.03,Middle East,Online Banking,False
801b241f-53ea-4e04-b124-290162e33511,9ddbaa89-1e33-488f-a213-d12f628b293e,259.53,Baltic States,Credit Card,False
ec4f7a1b-d092-4913-884a-e7be5dc3175b,537e22ed-7f9e-40b5-ac23-54a043aa57ce,401.7,South America,Credit Card,False
54d2b4d9-0d84-424c-b68e-5b77a72a1257,3208b816-f037-4a25-870b-1c72e2ad1359,8966.39,Middle East,Online Banking,False
9bb36e74-f969-4516-a934-02377f21302a,87e8d07f-712a-4156-a734-3c7400d2b1c7,103.46,North Africa,Mobile Wallet,False
d37df6db-9941-46e7-95f9-760234a1b992,25a7e15e-97bc-405d-b841-902ca4798358,71.28,North Africa,Credit Card,False
3660e98b-cc38-487a-afc0-46d03d7112c4,5f59deb5-13ea-46eb-ae0a-7eaaf3c68666,390.49,Caribbean,Cash,False
0a6cd5e5-a906-417b-98fc-213dd0834d7d,6dd0c86f-93b4-4b44-9d40-5db3ad0e2d7f,58.78,East Asia,Cash,False
0452718f-0964-48e6-b397-c39aecf6344f,f51a34a2-cf6d-4ed1-b919-0041312a4371,8702.42,Baltic States,Cryptocurrency,False
7f5fa482-c615-4cae-b532-d901a2d463ba,7fe01c45-a737-4abf-ab7a-306bebe88f5a,307.59,South America,UPI,False
311b7741-cba1-4b33-b04a-85da04eeeeea,bfab18df-1056-4651-918d-16d094930769,371.19,Oceania,Bank Transfer,False
627d4dae-f80a-4234-a128-a96da9a9eb72,60881ee3-f7b0-4376-90be-db9096c173b3,102.47,Scandinavia,Mobile Wallet,False
1157e5c6-a12c-43c7-86ba-7b9dfaf86006,1b3a5010-603a-4964-aa36-e6ddea7feac7,147.05,Balkans,Mobile Wallet,False
758b2119-e81b-4de0-b0a3-bdbcd2a2d97c,68bebc97-5478-46f2-8abe-5bac1b2e095c,311.64,Caribbean,Mobile Wallet,False
694bf8c2-2311-48d0-ac5d-8555ac50b1ba,f05e555e-d1af-4f08-9809-f99ae5dfd29c,93.85,Middle East,Mobile Wallet,False
9930b4e7-b4ed-43ba-a0d0-9230215f5e81,e304c51c-2295-49da-a9cd-a21822b4c6be,412.72,Central America,Credit Card,False
84909def-d5c7-476a-92af-2c79765df5d5,7507ac96-f05a-409e-afde-27017c72d58f,134.91,North Africa,UPI,False
d07710b5-8439-428f-9be2-f950a97ed453,ac0a586b-bbb2-4f33-84ef-693bf25c7a1d,19.52,Southeast Asia,UPI,False
ed5e6995-1189-45c9-a3d3-de5cba1bd5c1,fe4d257f-bf28-4a62-b16d-aefa77676c02,298.31,Balkans,Bank Transfer,False
f7d44b38-4dc5-4d93-b942-7e90e45ec526,079848a2-fbd4-457e-8b02-4ce47fd054c8,113.75,North America,Credit Card,False
d90d08ac-fefb-4e83-8a11-cec28fddde5a,3f99b259-c5c3-4174-8717-ddba0ffb49b5,161.72,Balkans,Cash,False
1a69f3b4-d751-490d-9bef-118b86d7cad7,6e7f527f-4071-42dd-8ff2-d9d366b9e4a0,439.54,Caribbean,UPI,False
40dddc19-9a02-4d75-bb26-13215c0efe9e,40ca1913-60f0-4d28-ac72-8ceb841a4a1b,499.72,Caribbean,UPI,False
7443f4f8-e6f6-4562-aeb3-f9a844aca71c,88888e28-b2d9-4bb8-9c8d-9785a604f8b8,90.54,South America,Debit Card,False
61b055ff-2bdc-4d1b-b020-19a130a27a9b,8bfb3cc7-c1b1-4acf-813f-ba34117c207a,240.96,Baltic States,Bank Transfer,False
ced0126e-7c43-4c33-b0dd-a0bff542eb48,27f522d0-1846-4560-984c-5e19295ddc79,375.11,Oceania,Credit Card,False
d134e5bd-869e-40c1-a265-4dc6d5b59e96,08fdec83-fd7f-4edc-921c-90fce556a08f,4057.27,Southeast Asia,Credit Card,False
1a06dab8-68d5-4851-9d70-233f97237240,43f3b924-8319-4db3-afaf-e859da26b1fa,408.28,Antarctica,Cash,False
581ad32a-418f-4b77-a0ac-f02e3551cb8c,b4268ed4-ef7b-4a33-8777-728411393458,436.58,Antarctica,Bank Transfer,False
3354ec65-7bf8-40d1-8423-e30451203c63,31ed1725-8182-459a-9e10-f1773fccb57b,323.19,Baltic States,Cryptocurrency,False
5a6b4271-ee4b-4d9f-9656-f7abd9dacc25,7c9ea166-7a9b-47b6-9496-339142b1a183,4163.24,North Africa,Credit Card,False
ba304885-c6bc-45ca-81f9-3880e4cbe867,0cea114a-25e3-4c66-b51d-cdb8a639f49c,146.86,Sub-Saharan Africa,Credit Card,False
309aadc2-bb83-4826-8954-6defd14e4dd8,3d900156-2369-432c-ade9-00d73367950b,389.06,North America,UPI,False
f0479c97-b377-4c7b-a65f-e9d83befa82d,41a2858e-a857-4f6b-8c3b-a5c89c7b06cf,497.01,Antarctica,Debit Card,False
617600d2-f36b-47e3-b54b-2fd9013ee114,d964382e-68f9-4f4d-9b79-ce0c99e373d2,76.36,Middle East,Cryptocurrency,False
3d12063d-0113-4649-bf87-619931dd7af9,637dea42-82f1-49f1-aa6d-ac752e9a48b1,412.73,Scandinavia,Cryptocurrency,False
d0c6de1c-bcb0-4dda-a1a4-ad86c4049641,db689802-afb9-4818-8d69-a7d2b7f591ba,406.33,Middle East,Credit Card,False
6db57bee-04e2-46fc-81b8-0cc83a510540,2703a6c4-fa15-4fab-9945-092750b9a8c5,6811.52,Eastern Europe,Cryptocurrency,False
e566ce19-1857-45a4-9ae0-ecb972b5d589,29c42baf-dcf0-49b3-9083-38ad092462cc,342.07,Central Asia,Credit Card,False
1064e470-5a41-4d74-935b-614582336247,bf05be23-b65b-4f1b-be8a-4f002a8fc025,168.04,South Asia,Online Banking,False
39404cd7-dbbd-4267-af1c-8032ac3e5d58,85700494-1a32-4171-9b5f-ceb2ff540edf,375.19,Scandinavia,Mobile Wallet,False
2b83ba5a-6c4d-4fb9-a217-91175ce9d5c5,eaf7631a-c876-4f6d-b6e3-c4e9aa2dc2fe,47.68,South Asia,Cash,False
d53d8d25-28ac-497d-907c-bb06cc1197b7,3942beae-53d1-49b7-a783-e58da189f9cf,115.14,Scandinavia,Cryptocurrency,False
704dd49c-ce48-4864-8765-d259e2b4d486,a2f26c19-878f-4e47-be54-7579aa85fb73,143.81,South America,Online Banking,False
725b1d12-3fe5-4b46-a924-0d5bc0c4eacc,9b2fc78f-44e1-4906-8bdd-6494d5284422,326.27,North America,Mobile Wallet,False
2f6fc406-9737-4900-85a9-db905f7d061e,f5576ca4-95eb-4cbd-b9aa-1cd6d129dc23,56.54,Caribbean,Mobile Wallet,False
3ba2be14-1c10-4420-a7bb-26c745e09d76,f9bf1f46-e23b-46f7-8e43-6a29ab46117e,388.03,Sub-Saharan Africa,UPI,False
6bd02502-7229-4d89-ba9e-82d2034b05be,9541f1b1-bf8f-48dd-b12d-6701a7a03465,294.95,South America,Online Banking,False
9a5424bb-5ad4-4666-8c52-ae49517e32f2,ea5401b5-de79-441f-9100-01564d7d75d5,248.09,North Africa,Mobile Wallet,False
309aadc2-bb83-4826-8954-6defd14e4dd8,d6618582-60fe-4ff9-8e06-64340253a850,427.91,North America,Cryptocurrency,False
e2686d64-ec58-4234-a815-bd4081df4034,eddc1598-db66-4a0d-952e-274a6de979b4,283.73,Middle East,UPI,False
9476ea22-7198-4440-bfa8-e9cf95a3d883,ff77da32-05c1-4bbc-9629-dd477b81bc96,339.61,North America,Cryptocurrency,False
d53d8d25-28ac-497d-907c-bb06cc1197b7,c1d6e100-75fd-4b18-9019-348e0a2e110d,345.53,Oceania,UPI,False
d8e435ba-ae5d-4667-bc94-9398d6101ac0,5d99ff33-9487-4583-857e-f286c55d9d1e,194.03,Antarctica,Cryptocurrency,False
2bfc2029-b781-4aea-bc68-0aebbf058e69,12da7003-a455-453f-9978-e3bc1e74d00d,115.74,Eastern Europe,Mobile Wallet,False
f76cb782-1604-4bc0-b4d3-b60dc6ea13b3,bbfb5a38-0c1d-44cd-bed8-5d4d0313989b,46.25,Southeast Asia,Mobile Wallet,False
3452d126-c58e-4738-8073-fe102db91882,907fef89-30f7-4d62-97cf-f4c6fa67ec9f,435.92,Caribbean,Cryptocurrency,False
55cbb84d-9b12-47b6-9ebe-b2302b856534,7137e7e4-dd76-43f0-8dfa-f47bd012c95d,289.96,Central Asia,Cash,False
90d0c267-3d17-4dc0-9009-82d3847ac812,f16af03b-7668-44c5-ab98-02456c841f15,8874.55,Southeast Asia,Debit Card,False
8b596ccb-b3ce-4338-9059-902214407478,5864772a-4801-4fd2-b999-9e3d8b6561e5,389.71,North America,Bank Transfer,False
1a751336-6c4e-4b44-a859-887bac819468,906aaeee-ccb4-49f7-b808-ad0a1d8d1720,182.79,Eastern Europe,Cryptocurrency,False
77a06053-4ade-47b3-b76e-a6135326811c,ac43f13e-efe2-454f-aa09-a8d103f8e367,100.78,Central Asia,UPI,True
b7b8606f-e74a-4c4e-a919-25ce83d21a5d,322f8081-db83-431c-9559-a260bfd813d2,324.88,Caribbean,Cryptocurrency,False
7b9a1852-806d-41ab-8e91-6a1727898743,4da85898-696d-4230-a405-b44295bc190e,473.71,South America,Credit Card,False
f10f04de-2cbb-4884-8036-86427c3acaae,359905d7-8382-4e1f-9fea-72b93b6ec0b6,10.43,Balkans,Cryptocurrency,False
f2269424-5975-47b9-99e3-bdf55de2bb88,d572cf6f-6d6c-4e6f-9e1a-81f956288f70,154.52,Antarctica,Credit Card,False
3c29048f-5cb3-4367-b8f4-8d958bac0fd9,fc0c2dff-6431-4d8e-b0a7-516db5e8c9f1,483.55,Scandinavia,Credit Card,False
8a4e1cfc-b4d7-4c6e-bd44-1fbc7884fcf8,5a870aa2-5f68-4c95-9347-52464ebe4371,483.03,North Africa,Cryptocurrency,False
ecdcabcb-f718-4b46-828d-d261d1bc4c81,824d715f-96d2-45e5-a960-e06ec79f22e6,93.74,Central Asia,Online Banking,False
43ebea9a-d034-4e5f-a3da-8125d250407d,49a2cb4c-9823-430f-af15-fceb945bdada,499.2,Oceania,Online Banking,False
63774983-a000-492a-b6e8-0a31928adf8c,f2e6da5a-8c94-4fd2-b5d1-5a590bde1cba,35.99,Eastern Europe,Debit Card,False
023a37b5-e400-4ead-b1ee-83ac85d4a5d3,e072d893-d233-4898-85e4-372effba8292,159.06,North Africa,Debit Card,False
bea2472e-d620-48a9-bded-be6132500204,feabd81f-bcab-4dde-9002-b69f14a00091,456.38,Western Europe,UPI,False
c054d710-993c-4df4-bdb5-ecb82678c513,b30305eb-d2b8-4250-b62f-c2000de14b1f,80.95,Oceania,Debit Card,False
411def22-76a6-4ccb-8f69-99700df9e3dc,951c3a2c-7c7e-43e8-8dc0-7387f151a279,399.73,Scandinavia,Cryptocurrency,False
67fe3855-eb53-497a-b2fd-1bb307b9b83f,ba903963-e200-41cc-a7b5-b8a6eda6893f,150.8,Balkans,UPI,False
eab109df-2a98-42d6-aa78-dadc466b106d,f533bf55-4cd3-4df7-b821-45afb23b7a9a,295.53,South America,Credit Card,False
f6fd6042-8516-4682-99b9-a5859154a023,3b09e964-4b1e-4f59-afe7-5123b667a3a1,411.16,South America,Online Banking,False
118854d7-5a3c-498b-a5bb-43073ac683f3,1088ee5f-faeb-4d5e-ad5b-61048da4546b,66.35,Central America,Mobile Wallet,False
4f158a8f-a0bd-49fa-bc87-9e4597240226,afc08d28-7191-4b2e-822e-cad3d38241ac,456.94,Sub-Saharan Africa,UPI,False
9a00eea0-d22f-46dc-9128-4df7c5e9b385,646551c6-170c-4d14-9d39-035c422a5d90,8592.84,Middle East,UPI,False
5b77a558-9441-450c-ab89-97667bec8bfb,efe2a1f3-15fc-4982-a5e1-af589706f3c1,137.43,East Asia,Cryptocurrency,False
2e61fec1-761e-4f4c-b6ed-f0a8fd382b2e,e92924f3-f8cd-414a-9d7f-1eb1a144a463,346.3,Sub-Saharan Africa,Debit Card,False
93d19e22-6cd0-4381-ada7-a2874f16ba97,9f9ece0f-3cf6-4b6b-893f-84a8ebffc935,649.06,North Africa,Debit Card,False
31898858-67ca-40db-860b-e68b24a68911,4c0d3601-ecfc-4470-8e6b-97b9f2065886,146.95,South America,Bank Transfer,False
411ded68-4e01-4658-ac13-31fc5debc7ff,f0fbe53b-d2f7-4412-82e1-4ae2386b650a,463.4,Oceania,Cryptocurrency,False
3799b64c-e135-4ff2-9e8b-dd5c34296047,0ea4e874-8c89-4f32-83ce-703cd6f1891b,203.03,Oceania,Bank Transfer,False
755a9162-570a-47d0-96b5-7af8921047a0,d3f724e1-0bd7-44df-892c-7babbdc2caf4,223.96,North America,Cryptocurrency,False
3a4693ad-7379-43ef-8474-88cee15ff232,b4582db1-8fe2-46c0-becf-8863a8c2a20c,57.53,Caribbean,Debit Card,False
31898858-67ca-40db-860b-e68b24a68911,a04cd7f1-5555-46cc-90e0-3931359d601e,306.9,Balkans,Credit Card,False
311427c7-acdf-4415-8033-f098137de144,8ad9b067-8d27-47a9-83be-1dc4aa0dcc10,133.96,Southeast Asia,Online Banking,False
8a749707-1018-4f7e-94f7-6c167b34efc7,143177f6-0541-4166-acc6-e4e314f78344,325.56,Central Asia,Online Banking,False
e00d3db5-1b29-4f01-a60e-3e83a4435c01,19e25c76-9ee2-41a1-bc4e-c040731a7ac9,5571.53,Antarctica,Debit Card,False
c0af524a-760a-489e-8f00-c9c4713bbcd3,9f7200c6-6fa1-4c9a-9f6d-ee2a09059065,99.2,Central America,Cryptocurrency,False
959d043a-4c44-4eb2-bc83-bd5bb9c8ad7c,92796c57-07cc-48f1-8481-e64d79c25665,23.53,Western Europe,Cash,False
2538f7f8-564c-4cca-90bd-796524867b81,64c2c50e-dbaa-4e66-967d-9222c168f434,338.64,Balkans,Bank Transfer,False
acba572d-ce6f-4cf4-9010-b3e47cb8c484,c399aa67-079a-4c75-9475-05cf1661b321,29.85,Western Europe,Cryptocurrency,False
908cc925-951c-4676-85c2-480bfdae6959,d82ca8d9-866b-44c1-8a08-2abaa6ca1041,182.99,North Africa,Mobile Wallet,False
9871bcc6-cd1d-4fc5-b10f-ad9cb35cd931,32ee7a8d-bef9-404a-b9aa-c30d31c8fd27,226.96,Central Asia,Bank Transfer,False
c054d710-993c-4df4-bdb5-ecb82678c513,5d4ae9d7-0ab0-4b39-9a7e-56fc1cf1d6b3,27.63,Balkans,Online Banking,False
53c9ba99-a4e0-45c5-ac0f-c1e209d67a8b,ce8868cd-6e92-42af-9d0d-3af218f6bd41,410.27,East Asia,Cryptocurrency,False
e0929a8d-d483-4e79-9b2b-7b714960d19d,4d81576f-3f88-4a4a-8779-79efda0fb6ec,6637.73,Western Europe,Bank Transfer,False
f9f7d513-0d0d-46bf-99f7-f49c1922e467,b70e6873-20f5-46e9-bd0d-7f2e3ca13439,252.94,North Africa,UPI,False
bd062a8c-0cd2-4f78-b76d-a39286cd60eb,ff44c9e6-3232-4462-8d06-23bd169f6f4d,371.74,Central America,Online Banking,False
